text,label
The Regulator may approve other types of assets (in addition to those specified in Rules A10.2.6 to A10.2.8) as being eligible to be included in the stock of HQLA for the purposes of the calculation of the LCR.,non-obligation
"Under Rule 20.2.9(b), the Green Fund Attestation Requirement does not apply to Eligible Green Fund Property that is included in or tracks an EU Paris Aligned Benchmark in accordance with Rule 20.2.3(b).",obligation
"Upon receipt of such an order, the Regulator would generally notify the person adversely affected by the proposed disclosure of Confidential Information of this so that the person has an opportunity to challenge the request according to the rules of the Court. ",obligation
"An Authorised Person must include Securities Financing Transactions in the calculation of the capital requirement required by Rule A5.2.1 if the Authorised Person considers  the CVA risk exposures arising from those transactions are material. The Authorised Person should assess the materiality of CVA risk exposures arising from SFTs in the course of its Internal Risk Assessment Process, as set out in A11.1.",obligation
Information required after the initiation of a Payment Order,obligation
"Examples of the calculation of the Variable Capital Requirement follow for an Authorised Person acting as solely a Money Remitter or a Payment Account Provider, in both cases with a monthly payment volume of $120mn.    ",non-obligation
Nothing in (1) makes a Person responsible for any part of a Prospectus by reason only of giving advice as to its contents in a professional capacity to a Person specified in (1)(a) to (f).,obligation
Application ,non-obligation
"Prospectus requirement. Regulator power to publish information Where a person making a Prospectus Offer fails to publish any information which that person is required to publish by or under these Regulations, the Regulator may publish such information in the manner prescribed in the Rules.",obligation
"Trustee. A Person proposing to act as a Trustee does not breach the prohibition in Section 113(1) of the FSMR merely by entering into a Trust Deed for the creation of an Investment Trust prior to obtaining a Financial Services Permission with the appropriate authorisations referred to in Section 114 of the FSMR. However, that Person must not carry out functions under the Trust Deed prior to obtaining that Financial Services Permission.",obligation
"In relation to an Authorised Person which is a Fund Manager or the Trustee, this Chapter should be read in conjunction with FUNDS and construed to take into account any Fund which the Authorised Person operates or for which it acts as the Trustee. ",obligation
"General. When communicating information to a Person in relation to a financial product or financial service, a Representative Office must take reasonable steps to ensure that the communication is clear, fair and not misleading.",obligation
Obligations of Authorised Persons relating to its Controllers,non-obligation
"Any communication which amounts to marketing in respect of a financial service or investment, which is performed or issued by or on behalf of a Government or non commercial governmental entity or a person licensed and supervised by a financial services regulator in the U.A.E., does not constitute marketing for the purposes of sub-paragraph (3).  ",obligation
Risk assessment: Derivative Counterparties. Credit authority delegated to the credit committee and each credit officer should be subject to regular review to ensure that it remains appropriate to current market conditions and the level of their performance. ,obligation
"We generally consider that early settlement of a potential enforcement action advances our objectives in that it may result in, for example, consumers obtaining compensation sooner, the saving of our and industry resources and the promotion of good business and regulatory practices.",obligation
Summary of Disciplinary Powers and Remedies under FSMR   ,non-obligation
Liquidity requirements,non-obligation
The AML Rules apply to an Authorised Fund Manager of a Foreign Fund to the extent that it carries on the Regulated Activity of Acting as the Manager of a Collective Investment Fund in relation to such Foreign Fund as if each reference in AML to a customer is a reference to a Unitholder or prospective Unitholder as appropriate to the context.,obligation
"If a member of the Group, in which the Credit Rating Agency is also a member, provides services of the kind referred to in Rule 9.12.1 to a Rating Subject of the Credit Rating Agency or a Related Party of such a Rating Subject, such services must be operationally and functionally separated from the business of the Credit Rating Agency.",obligation
"The quarterly Regulatory Return must comprise the statements set out in this Rule 2.3, together with any Supplementary Notes pertaining to those forms, and including a Statement by Directors.",obligation
"Abusive squeezes. Squeezes occur relatively frequently when the proper interaction of supply and demand leads to market tightness, but this does not of itself indicate that there has been Market Abuse.  Having the power significantly to influence the supply of, or demand for, or delivery mechanisms for a Financial Instrument, an Accepted Virtual Asset or an Accepted Spot Commodity (e.g. through ownership, borrowing or reserving the Financial Instrument, an Accepted Virtual Asset or an Accepted Spot Commodity in question) does not of itself amount to Market Abuse.",obligation
"The Court shall not issue any interim or interlocutory order in relation to any Resolution Action in favour of a person other than the Regulator.  The rights of any Shareholder, creditor or other person affected in respect of any situation, action or omission in connection with Resolution Action will be limited to an action for compensation against the Institution in Resolution or the Residual Institution as may be determined by the Difference in Treatment Valuation and claimable pursuant to section 68.",obligation
" For an Authorised Person using Units of a Fund under the FCSA approach, the use or potential use by that Fund of Derivative instruments solely to hedge Investments listed in Rule 4.13.5 should not preclude the Units in that Fund from being recognised as eligible financial Collateral. ",obligation
OVERVIEW AND PURPOSE OF THE AML RULEBOOK,non-obligation
General Provisions. Misleading the Regulator:  residual cases,non-obligation
Application,non-obligation
Calculation of RWA amounts for securitisation Exposures. The Exposure value of a securitisation position arising from a financial Derivative must be determined in accordance with Rules 4.6.14 to 4.6.21 dealing with treatment of financial Derivatives. ,obligation
"For the purposes of Rules 22.7.1 and 22.7.2, the following references in COBS, Chapter 8 should be read as follows: (a) references to Investment or Investments shall be read as references to Spot Commodity or Spot Commodities, and (b) references to Financial Instrument or Financial Instruments (including those in MIR as incorporated by virtue of COBS Rule 8.2.1) shall be read as references to Accepted Spot Commodity or Accepted Spot Commodities as applicable.",obligation
A reference under subsection (1) shall be commenced (a) within 30 days of the relevant decision of the Regulator; or (b) within such further period not exceeding 30 days as may be approved by the Appeals Panel where it is satisfied that such approval is appropriate in the circumstances.,obligation
"Premium risk component The premium risk component for a Class 1, Class 2, Class 3 or Class 4 Captive Insurer is the amount calculated in accordance with the following formula: 18% x Captive Insurer's Net Written Premium up to $5 million + 16% x Captive Insurer's Net Written Premium in excess of $5 million",obligation
"Pursuant to Part 7 of the FSMR, a Fund may be transferred in whole or in part to another body in accordance with that Part.",obligation
"Management of operational and security risks. As part of that framework, the Payment Service Provider must establish and maintain effective incident management procedures, including for the detection and classification of major operational and security incidents.",obligation
An application to extend the scope of an Approved Person status to other Controlled Functions may be made by the Authorised Person by submitting an application in such form as the Regulator shall prescribe. Applicants for extension of scope of Approved Person status must countersign or otherwise consent to an application.,obligation
The Fund Manager of any Fund other than a Public Fund must hold meetings of Unitholders in accordance with the requirements included in the Fund's Constitution and its most recent Prospectus.,obligation
"MTF Operators may not execute Client orders against proprietary capital, or engage in matched principal trading.",obligation
Applications for recognition . Imposition of Requirements by the Regulator,obligation
Unitholder meetings procedures,non-obligation
"A reference in the AML Rulebook to ""money laundering"" in lower case includes terrorist financing, proliferation financing, the financing of unlawful organisations and sanctions non-compliance including non-compliance with Targeted Financial Sanctions, unless the context provides or implies otherwise.",obligation
"There is excluded from paragraph 56 any activity carried on by a supplier where the assets in question (a) are those of a Customer; and (b) are managed for the purposes of or in connection with the sale of goods or supply of services, or a related sale or supply.",obligation
Withdrawal of Controlled Function Approval The Regulator may withdraw an Approval given under section 45 if the Regulator considers that the person is not a fit and proper person to perform the Controlled Function in question.,non-obligation
A DNFBP must not: (a) misrepresent its regulatory status with respect to the Regulator expressly or by implication; or (b) use or reproduce the logo of the Regulator without express written permission from the Regulator and in accordance with any conditions for use imposed by the Regulator.,obligation
These records must be kept for at least six years from the date on which the training was given.,obligation
The notification under (1) must also: (a) state the Fund Manager's grounds for believing that the Fund is still commercially viable and the purpose of the Fund can still be accomplished; and (b) be accompanied by the relevant Unitholders' resolution supporting the Fund Manager's views in (1); or (c) state what steps the Fund Manager has taken or will take to wind up the Fund.,obligation
Exclusion. Connected Services An Authorised Person does not Provide Money Services if it does so in relation to the carrying on of another Regulated Activity where Providing Money Services is in connection with and a necessary part of that other Regulated Activity.,obligation
The frequency and extent of stress testing to fulfil the requirements of Rule 4.14.5 should be determined on the basis of the materiality of the Authorised Person's securitisation volumes and its off balance sheet Exposures.,obligation
"Subject to compliance with any duties conferred on the Trustee by the Trust Deed which are not inconsistent with these Rules and the FSMR, Rules 12.2.2(1)(a), (b), (c) and (e) and 12.2.2(2)(a) through (c) shall apply equally to Trustees as to Fund Managers.",obligation
Financial markets,non-obligation
"For residual maturity of the Exposure in the case of a basket of Exposures with different maturities, an Authorised Person must use the longest maturity of any of the Exposures as the maturity of all the Exposures being hedged.",obligation
"An Authorised Person must be able to demonstrate to the Regulator's satisfaction the grounds upon which the Authorised Person considers the Third-Party Agent to be suitable to hold that Client Money or Relevant Money, as applicable.",obligation
Credit Rating Agency Independence  Procedures and Policies,obligation
DISSEMINATION OF FALSE OR MISLEADING INFORMATION Section 92(6) of the FSMR.,non-obligation
Market property. Proceedings against market property by unsecured creditors,obligation
"As set out in paragraphs 4.1.3 and 4.1.4 above, in disclosing any Confidential Information under section 199(1), the Regulator may require the requesting authority to comply with certain conditions or agree to restrict the uses to which the Confidential Information may be put, insofar as the Regulator considers appropriate.",obligation
"The amount of compensation recoverable in the event that an Agreement is unenforceable is (a) the amount agreed by the parties; or (b) on the application of either party, the amount determined by the Court.",obligation
Application ,non-obligation
Eligible liquidity positions,non-obligation
Correspondent banking,non-obligation
"The manner in which AML/TFS training is provided by a Relevant Person need not be in a formal classroom setting, rather it may be via an online course or any other similarly appropriate manner.  ",obligation
"Capital ratios. The Regulator may impose a further requirement, termed an Individual Capital Requirement (ICR), on an Authorised Person to hold additional Capital Resources arising from Pillar 2 adjustments (see Chapter 10).  Where the Authorised Person has an ICR imposed on it, then the Authorised Person must, at all times, maintain adequate Capital Resources of the type and amount as specified in Rule 10.6.1 in addition to those kept to meet the capital adequacy requirements outlined in Rule 3.2.4.",non-obligation
A Credit Rating Agency and its Employees must comply with all applicable laws and regulations governing its activities in each jurisdiction in which it operates.,obligation
An Agreement made by a person in the course of carrying on a Regulated Activity in contravention of the General Prohibition is unenforceable against the other party.,obligation
"Specification of Market Risk factors. Authorised Persons may, in any internal model used for purposes of Chapter 5, use empirical correlations within risk categories and across risk categories only if the Authorised Person's approach for measuring correlations is sound and implemented with integrity. ",obligation
"An Authorised Person must have systems and controls to enable it to determine and monitor: (a) its Capital Requirement; and (b) whether the amount of its Capital Resources is, and is likely to remain, adequate at all times to ensure compliance with the applicable capital adequacy requirements.",obligation
Risk measurement. Credit audits should be conducted to assess individual credits on a sampling basis and the overall quality of the credit portfolio. Such audits are useful for evaluating the performance of account officers and the effectiveness of the credit process. They can also enable Authorised Persons to take early measures to protect their loans. ,obligation
"Some requirements relating to Prospectus disclosure are common to all Domestic Funds. However, in other areas, particularly relating to the content of disclosure required in a Prospectus, and the manner of distribution, different requirements apply depending on whether the Fund is a Public Fund, Exempt Fund or Qualified Investor Fund.",obligation
A Captive Insurer must calculate the best estimate and the risk margin separately.,obligation
Maturity Mismatches,non-obligation
"Basel Committee Standards. In the event that any of the Basel Committee guidelines conflict with a Rule in the AML Rulebook, the relevant Rule takes precedence. ",obligation
Parameters of the internal IRC model. Authorised Persons should use the internal model to calculate a number which measures losses due to default and internal or external ratings migration at the 99.9 % confidence interval over a time horizon of one year. Authorised Persons should calculate this number at least weekly.,obligation
A Representative Office seeking to have its Financial Services Permission withdrawn must submit a request in writing stating: (1) the reasons for the request; (2) that it has ceased or will cease to carry on the Regulated Activity of Operating a Representative Office in or from the ADGM; and (3) the date on which it ceased or will cease to carry on the Regulated Activity of Operating a Representative Office in or from the ADGM.,obligation
The temporary administrator may convene a general meeting of the Shareholders of the Institution and set the agenda of such a meeting only with the prior consent of the Regulator.,obligation
This Chapter outlines the Regulator's supervisory requirements for an Authorised Person and Recognised Body.,obligation
Payment of Client Money into Client Accounts,obligation
"General factors.The following factors are, in the Regulator's view, likely to indicate that conduct does not contravene sections 92(4)(a) or (b): (a) if the conduct is pursuant to a prior legal or regulatory obligation owed to a third party; or (b) if the transaction was carried out in a particular way to comply with the rules of the relevant Exchange about how such transactions are to be executed. ",obligation
"If the Responsible Body notifies the Regulator that it proposes to take action under its Default Rules forthwith, it shall do so, and that duty is enforceable, on the application of the Regulator, by injunction.",obligation
"Operating a Representative Office means the marketing, from an establishment in the Abu Dhabi Global Market, of one or more financial services or investments which are offered in a jurisdiction other than the Abu Dhabi Global Market.",obligation
Execution of Client Orders. The execution of an unsolicited Client order if certain conditions are satisfied (see paragraphs 5-7(8) to 5-7(10) of the CMC). ,obligation
"The OTC Derivative Contracts that are subject to the clearing obligation shall be cleared by a Recognised Clearing House or Remote Clearing House. For that purpose a counterparty shall become a Clearing Member, a client, or shall establish indirect clearing arrangements with a Clearing Member, provided that those arrangements do not increase counterparty risk.",obligation
Supervision. Notification requirements,non-obligation
As soon as reasonably practicable after the making of a Foreign Resolution Order under this section the requirements of the Foreign Resolution Order shall be complied with by the Regulator.,obligation
 The Non Trading Book treatment for such Exposures is set out in Rules in A4.8 and A4.9. ,obligation
"An exemption under Rule 2.3.1(2)(b) may be subject to conditions, restrictions or requirements. A Captive Insurer given an exemption under Rule 2.3.1(2)(b) must comply with all conditions, restrictions and requirements to which the exemption is subject.",obligation
"A Recognised Investment Exchange shall not permit trading of Securities on its facilities unless those Securities are admitted to, and not suspended from, the Official List except where otherwise prescribed in the Rules made by the Regulator. ",obligation
Bail-in-tool,non-obligation
An Authorised Person must not offset between different issues.,obligation
A person does not contravene the prohibition in subsection (1) if that person can prove the circumstances or matters specified in sections 67 and 68.,obligation
The MLRO in (1) and Rule 12.1.7 must be resident in the U.A.E.,obligation
"To assist Authorised Persons two tables are provided that set out the application of these Rules to Domestic Firms (Application Table A) and Branches (Application Table B), based on the different Categories of Authorised Persons. These tables are for guidance purposes only.  ",non-obligation
An Authorised Person must determine the portion of holdings of T2 Capital instruments that is to be deducted by dividing the amount specified in (a) by the amount specified in (b): (a) the amount of holdings required to be deducted pursuant to (1)(a); (b) the aggregate amount of direct and indirect holdings by the Authorised Person of the capital instruments of Relevant Entities in which the Authorised Person does not have a significant investment. ,obligation
This Section applies only to an Authorised Person in Category 2 or 3A for the purposes of Section 4.7.,obligation
"In sub-paragraph (3), ""advice"" includes a statement, opinion or report (a) where the intention is to influence a person, in making a decision, to select a particular Contract of Insurance or insurance cover; or (b) which could reasonably be regarded as being intended to have such influence.",obligation
"Compliance: An Authorised Person must ensure that the Compliance Officer has access to sufficient resources, including an adequate number of competent staff, to perform his duties objectively and independently of operational and business functions. ",obligation
The Authorised Person or Recognised Body must pay for the services of the Skilled Person.,obligation
Application,non-obligation
"A Trust Service Provider must ensure that all transactions or decisions entered into, taken by or on behalf of Clients are properly authorised and handled by Persons with an appropriate level of knowledge, experience, qualifications and status according to the nature and status of the transactions or decisions involved (this applies also to decisions taken by trustees who are recommended by, but not employed by, a Trust Service Provider).",obligation
"A counterparty or a Recognised Clearing House that reports the details of an OTC Derivative Contract to a Trade Repository or to the Regulator, or an entity that reports such details on behalf of a counterparty or a Recognised Clearing House shall not be considered in breach of any restriction on disclosure of information imposed by that contract or by any enactment or subordinate legislation.  No liability resulting from that disclosure shall lie with the reporting entity or its officers, agents or employees.",obligation
"Where the pricing function is outsourced, the Fund Manager is required, in accordance with these Rules, to satisfy himself that the pricing agent remains competent to carry out the function, and that he has taken reasonable care to ensure that the pricing agent has carried out his duties in a competent manner.",obligation
 An internal hedge is a position that materially or completely offsets the component risk element of a Non Trading Book position or a set of positions. ,obligation
"Such information should be provided a least on a quarterly basis.  KCCP and KCMi should be recalculated at least quarterly, and should also be recalculated when there are material changes to the number or exposure of cleared transactions or material changes to the financial resources of the QCCP.  ",obligation
The notification or application required for the grant of the relevant designation must be made in such form as the Regulator may prescribe.,obligation
"Definition. ""Inside Information"" is defined in section 95(3) as information of a Precise nature which, in relation to Financial Instruments or Related Instruments which are Commodity Derivatives: (a) is not generally available; (b) relates, directly or indirectly, to one or more such derivatives; and (c) users of markets on which the derivatives are traded would expect to receive in accordance with any Accepted Market Practices on those markets. ",obligation
"If an Authorised Person has an investment in a leveraged Collective Investment Fund, it should seek guidance from the Regulator in respect of the appropriate prudential treatment.",obligation
"After obtaining approval under (2), a firm must not disapply the Simplified Approach without further prior written approval from the Regulator.",obligation
Client Accounts in relation to Client Investments,obligation
"The reconciliation called for in Rule 14.11.1 must include: (a) a full list of individual Client credit ledger balances, as recorded by the Authorised Person; (b) a full list of individual Client debit ledger balances, as recorded by the Authorised Person; (c) a full list of unpresented cheques and outstanding lodgements; (d) a full list of Client Account cash book balances; and (e) formal statements from Third-Party Agents showing account balances as at the date of reconciliation.",obligation
Chapter 9 specifies requirements relating to operators of Representative Offices and contains related guidance. ,obligation
The Fund Manager must commission the Person referred to in paragraph 33. to produce a valuation report of the Property Fund each year in accordance with paragraph 40 below. The net asset value of the Fund following this valuation must be reported in the annual report of the Fund.,obligation
Listing. Discontinuance and Suspension of Listing,non-obligation
CREDIT RISK,non-obligation
An Authorised Person must use either the: (a) Financial Collateral Simplified Approach (FCSA) which adopts the treatment under Rule 4.13.5 in relation to the composition of financial Collateral; or (b) Financial Collateral Comprehensive Approach (FCCA) which adopts the treatment under Rule 4.13.6; to recognise the effect of eligible financial Collateral.,obligation
"Where the calculation of Credit RWA already takes into account the Credit Risk mitigant, the provisions of this Section do not apply.",obligation
" If both legs of the foreign exchange derivative are denominated in currencies other than the domestic currency, the notional amount of each leg is converted to the domestic currency and the leg with the larger domestic currency value is the adjusted notional amount.  ",obligation
"Where access is refused by a trading venue, it shall notify the Recognised Clearing House accordingly, providing full reasons.",obligation
Application,non-obligation
Principles for Approved Persons application,non-obligation
"Buy-back Programmes. The effect of section 93(3)(a) is that if a Person establishes that they carried out a Buy-back Programme in accordance with MKT 6.2, this conduct will not contravene section 92. MKT 6.2 sets out the relevant Rules relating to carrying on a Buy-back Programme that must be complied with.  ",obligation
"Following a request made under Rule 8.8.1, A must transfer to B without undue delay all Customer Due Diligence information in its possession for those customers.",obligation
Application This Rulebook shall apply to Captive Insurers subject to alternative provision in these Rules or where the context otherwise requires.,non-obligation
Certificates representing certain Financial Instruments,non-obligation
A Fund Manager must avoid the Fund Property being used or invested contrary to any provision in this Chapter.,obligation
"BACKGROUND Advances in new technologies, and maturity of others, have provided opportunities for significant change and disruption to financial services and other related activities globally. Powering this innovation are APIs. APIs can fuel internal innovation, reach new customers, extend products and create vibrant partner ecosystems. APIs by their very nature allow for rapid prototyping, agile development and a fail fast, learn quick culture. They provide a way to share, move and access information previously ring fenced within isolated systems. ",non-obligation
Rule 4.7 applies to the Regulator.,non-obligation
"ACCOUNTING, AUDIT AND PERIODIC REPORTING OF A FUND",non-obligation
"Unless directed otherwise by the Regulator, Institutions required to prepare an Individual Recovery Plan under subsection (1) shall update their Individual Recovery Plans annually and after any change to their legal or organisational structure, business or financial situation, which could have a material effect on, or necessitate a change to, the Individual Recovery Plan.  ",obligation
Foreign Exchange Risk Capital Requirement,non-obligation
Notification for decrease in the level of control of Domestic Firms,obligation
The person concerned or the Fund concerned must publish a notice in a designated newsletter which it thinks would be most suitable for bringing the notice to the attention of those who would be affected by the proposed transfer.,obligation
The Person providing the oversight function of a Public Fund must make a report to Unitholders of the Fund which must be included in the Fund's annual report referred to in Rule 16.4.2.,obligation
Application,non-obligation
A Captive Insurer must calculate the risk margin so as to ensure that the value of the technical provisions is equivalent to the amount that another entity would be expected to require in order to take over and meet the obligations arising under the Captive Insurer's insurance and contracts of reinsurance.,obligation
"In order to enable an affected person to exercise their right to refer our decision to the Appeals Panel, we will provide such a person with written notice of the decision specifying: (a) our decision and the reasons for making that decision; (b) the date on which the decision is to take effect; (c) the person's right to seek a review of the decision by the Appeals Panel.",obligation
"An Authorised Person which writes Options must, unless (1) applies, use the advanced approach known as the Delta plus method set out in Rule A6.6.5 to calculate its Option Risk Capital Requirement. ",obligation
"Distributions Assets attributable to a Long-Term Insurance Fund must not be distributed by way of dividend or by way of return of Capital, except by a Captive Insurer or a Captive Cell that is deemed to constitute a single Long-Term Insurance Fund.",obligation
 The part of the individual net position that does not exceed 20% may be treated under the simplified or standard method. ,obligation
"The Fund Manager and the Trustee or the Persons providing the oversight function may agree that all or any part of any permitted payments, charges and expenses of the Fund may be treated as a capital expense or income expense and allocated to the capital account or income account respectively.",obligation
Granting a Financial Services Permission,non-obligation
"A Fund Manager of an open-ended Public Fund must, within any conditions in its Constitution and Prospectus: (a) at all times during the dealing day, be willing to effect a redemption of the Units on the request of any Unitholder; and (b) do so in a manner fair and reasonable as between redeeming Unitholders and continuing Unitholders.",obligation
We expect applicants seeking authorisation/recognition to be fit and proper. This provides us with the assurance that applicants are willing and able to fulfil their obligations under the law. The onus is on each applicant to establish that they are fit and proper. ,obligation
"Where an Authorised Person to which this Chapter applies is part of a Financial Group, this Chapter applies on a consolidated basis in relation to all the entities within the Financial Group.",obligation
"Claims of privilege and other protections. As set out in sections 210 and 211 of FSMR, there are a number of limitations on our powers to require documents and information.",obligation
Exclusions. Attorneys,non-obligation
 The Regulator may remove this option if it determines that the CVA risk resulting from the derivative positions of the Authorised Person contributes materially to the overall risk profile of the Authorised Person.,non-obligation
"The third is where the Behaviour consists of effecting transactions or orders to trade (otherwise than for legitimate reasons and in conformity with Accepted Market Practices on the relevant market) which (a) give, or are likely to give, a false or misleading impression as to the supply of, or demand for, or as to the price of, one or more Financial Instruments, Accepted Virtual Assets or Accepted Spot Commodities; or (b) secure the price of one or more such instruments at an abnormal or artificial level.",obligation
 See GEN regarding requirements relating to an Authorised Person's business continuity and disaster recovery arrangements.,obligation
"Following a decision made by the Appeals Panel, we will give the affected person a final notice in accordance with section 251 of FSMR.",obligation
"The activities specified in Rules 5.1.2, 5.1.3 and 5.1.4 are hereby prescribed as not constituting an Offer, of a Unit, for the purposes of the FSMR and these Rules.",obligation
"Where by virtue of this section a person would not be entitled to enforce a judgment or order against any property, any injunction or other remedy granted with a view to facilitating the enforcement of any such judgment or order shall not extend to that property.",obligation
"This Guidance addresses a range of circumstances: a. one individual performing more than one function in a single Authorised Person, as contemplated in Rule 5.5.1; b. more than one individual performing one function in a single Authorised Person, not addressed by that Rule; and c. one individual performing a single function in more than one Authorised Person, also not addressed by that Rule.",obligation
An Authorised Person will also need to consider the relevant provisions in the IFR rules relating to Credit Risk and Market Risk for Islamic Contracts when calculating its CRCOM and Market Risk Capital Requirement.,obligation
Marketing Material includes any invitation or inducement to Engage in Investment Activity.,obligation
"Where an Investment Firm, ADGM Parent Undertaking or ADGM Subsidiary meets the Resolution Conditions and the Regulator decides to apply a Resolution Tool to that Investment Firm, ADGM Parent Undertaking or ADGM Subsidiary, the Regulator shall comply with the requirement laid down in section 64(3) before applying the Resolution Tool.",obligation
"Revocation of a Payment Order. In the case of a Payment Transaction initiated by a Payment Initiation Service Provider, or by or through the Payee, the Payer may not revoke the Payment Order after giving consent to the Payment Initiation Service Provider to initiate the Payment Transaction or giving consent to execute the Payment Transaction to the Payee.",obligation
"Other exclusions Paragraph 56 is also subject to the exclusions in paragraphs 74 (Trustees etc.) 76 (Sale of goods and supply of services), 77 (Groups and Joint Enterprises), 81 (Provision of information on an incidental basis) and 82 (Insolvency Practitioners).  ",obligation
TRADE REPOSITORY,non-obligation
Free delivery transactions. The Credit RWA in respect of free delivery transactions are to be calculated in accordance with the following table: ,non-obligation
"There is excluded from paragraph 56 any activity carried on by a person if (a) he is a member of a Group and the assets in question belong to another member of the same Group; or (b) he is or proposes to become a participator in a Joint Enterprise with the person to whom the assets belong, and the assets are managed for the purposes of or in connection with that enterprise.",obligation
Outsourcing: The outsourced function under this Rule shall be deemed as being carried out by the Authorised Person itself. ,obligation
"If a request to the Regulator for the exercise of its Own Initiative Powers has been made by a Non Abu Dhabi Global Market Regulator, the Regulator must, in deciding whether or not to exercise those powers in response to the request, consider whether it is necessary to do so.",obligation
"The Fund Manager and the Persons providing the oversight function should, if they become aware, report material instances of incorrect pricing to the Regulator as provided in the Rules. Materiality should be determined by taking into account a number of factors, including whether the Fund Manager has followed the pricing controls set out in this guidance.",obligation
"Most derivative transactions have one primary risk driver, defined by the reference underlying instrument (e.g. an interest rate curve for an interest rate swap, a reference entity for a credit default swap, a foreign exchange rate for an FX call option etc.).  ",obligation
Applications for approval of Key Individuals. An application may be also made by a person who has applied for a Recognition Order and will become Recognised Body if a Recognition Order is granted.,obligation
Non-execution or defective or late execution of Payment Transactions,obligation
Special Management,non-obligation
"The Countercyclical Capital Buffer requirement applies on both a solo and a consolidated basis, for Authorised Persons forming part of Financial Groups.",obligation
The Regulator shall appoint an independent valuer to carry out a Pre-Resolution Valuation.,obligation
"CL has close links with the Authorised Person, Recognised Body or Reporting Entity concerned (""A"") if CL is (a) a Parent Undertaking of A; (b) a Subsidiary Undertaking of A; (c) a Parent Undertaking of a Subsidiary Undertaking of A; or (d) a Subsidiary Undertaking of a Parent Undertaking of A.",obligation
The Trust Service Provider must ensure that any trustee exercises his discretion in accordance with his fiduciary and other duties under the laws governing the trust of which he is a trustee.,obligation
"The point at which a Person becomes a Client of an Authorised Person is a question of fact that needs to be addressed by the Authorised Person in light of the nature of the relevant Regulated Activity (or Specified Investment) involved, and the relations and interactions which the Authorised Person has with that Person. ",obligation
Rule 12.3.2(1) is not intended to confer strict liability for the safekeeping of Fund Property on a Fund Manager.,obligation
Exclusions from Specific Risk models. An Authorised Person may choose to exclude from the calculation of its Specific Risk Capital Requirement using an internal model those positions for which it fulfils a Capital Requirement for Specific Risk in accordance with relevant Sections of Chapter 5.,obligation
Where relief has been granted for a limited period of time (see paragraph 4.4.4) it is the responsibility of the person to whom the notice applies to monitor any expiry date.,obligation
An Authorised Person involved in banking activities or complex principal dealing activities should have a designated committee for design and implementation of Non Trading Book interest rate risk management.,obligation
This Chapter applies to an Authorised Person in any Category.,obligation
"An Authorised Person should provide a process for the identification, timely reporting and subsequent action in respect of exceptions to limits. An Authorised Person should also ensure that limit breaches and action arising from exceptions are monitored. An Authorised Person may also consider whether it is appropriate to set intermediate thresholds that alert management when limits are approached, triggering review or other appropriate action, or both.",obligation
An Authorised Person that must have a Trading Book in accordance with Rule 2.2.1 must: (a) comply with the requirements of Section A2.1 of App2; and (b) differentiate its business between Trading Book activity and Non Trading Book activity on a consistent basis.,obligation
"The disclosure must: (i) be made in a durable medium; and (ii) include sufficient detail, taking into account the nature of the Client, to enable that Client to take an informed decision with respect to the service in the context of which the conflict of interest arises.",obligation
"Information to support a Credit Rating includes information received from the Rating Subject or information obtained through publicly available sources or third parties and verification procedures adopted in relation to information such as those obtained from public sources or third parties. In accordance with GEN 3.3.34-3.3.37, records must be kept in such a manner as to be readily accessible.",obligation
Rule 6.4.1 is intended to complement GEN and requires Authorised Persons to establish and maintain reporting mechanisms specifically addressing the Operational Risk matters.,obligation
Section 159 of the Insolvency Regulations (Vacation of office) does not apply to a receiver appointed under a Collateral Security Arrangement.,obligation
"Where a purchaser does not meet the membership or participation criteria for a relevant payment and securities settlement system, clearing house, exchange, investor compensation scheme or deposit guarantee scheme, the rights referred to in subsection (2) shall be exercised for such period as may be specified by the Regulator, not exceeding 24 months, subject to renewal on application by the purchaser to the Regulator.",obligation
In proceedings under this section against a person the Court may make an order under section 237 in respect of the person.,obligation
"An Authorised Person must keep records of all Title Transfer Collateral Agreement, including all instructions given by, or notifications given to, Clients in respect of Title Transfer Collateral Agreements for not less than six years after the agreement is terminated.",obligation
"An Authorised Person must determine HFX in the following manner: (a) if the Authorised Person uses standard supervisory haircuts, HFX is 8%; and (b) if the Authorised Person uses own estimate haircuts, it must estimate HFX according to Rules A4.3.6 to A4.3.26 in App4 based on a ten business day holding period, assuming daily mark to market.",obligation
"The Fund Manager and, in the case of an Investment Trust, both the Fund Manager and the Trustee, are responsible for maintaining the Constitution and for making necessary alterations to it in accordance with the applicable legislation.",obligation
A Credit Rating Agency must prohibit its analysts from making proposals or recommendations regarding the design of structured finance products that a Credit Rating Agency rates.,obligation
Recognition and measurement of Insurance Liabilities and establishment of technical provisions,obligation
"If the application is in respect of the Regulated Activity of Accepting Deposits, the applicant must be a Body Corporate or a Partnership.",obligation
"An Authorised Person must maintain the required buffer amount, calculated in accordance with Rule 3.17.3, at all times.",obligation
"Civil proceedings in the ADGM Court. The ADGM Court's enabling legislation, Abu Dhabi Law No. (4) of 2013, gives it exclusive judicial jurisdiction in the ADGM and over ADGM bodies, including the Regulator. Therefore, the Regulator may be obliged to disclose Confidential Information if it is compelled to do so under an order from the ADGM Court.",obligation
