text,label
Chapter 12 sets out the obligation for a Relevant Person to appoint an MLRO and the responsibilities of such a Person.,obligation
"For the purposes of Rule A6.6.3, the Specific Risk percentage for: (a) a currency Option is 8%; and (b) an Option on commodities is 15%.",non-obligation
"Recognizing the versatility of REST, developers have integrated it as a standard protocol for rapid information exchange in the digital realm.",non-obligation
"The Regulator retains the authority to specify the format and verification method for information submission by Applicants, as per the mandates of this section.",non-obligation
The Regulator's prerogative includes the imposition of bespoke conditions on capital mandates.,non-obligation
"An Authorised Person shall apply a 150% risk weight to unsecured exposures past due for 90 days, as per Rule 4.12.25.",non-obligation
"An order under subsection (1) takes effect (a) immediately, if the notice under subsection (4) states that that is the case; (b) in any other case, on such date as may be specified in that notice.",obligation
"Harnessing the power of technology, we streamline the investment process, making capital more accessible for innovative ventures.",non-obligation
"If Securities are suspended under subsection (1), they are to be treated, for the purposes of Chapter 2 of this Part, as still being listed.",obligation
"Approval of other types of HQLA . For the purpose of calculating the LCR, if an eligible asset within HQLA becomes ineligible (e.g. due to a rating downgrade), an Authorised Person is allowed to keep the asset in its stock of HQLA for an additional 30 calendar days to allow time to adjust its stock as needed or replace the asset.",obligation
Litigation Costs,non-obligation
The Programmer is free to update the code module by module or through a collective overhaul.,non-obligation
"Should a Recognised Clearing House implement procedures outlined in the Default Rules, such actions are attributed to the Client that facilitates Indirect Clearing Services. ||",non-obligation
The risk-based approach,non-obligation
"The Court may, on the application of the Regulator, make an order under subsection (2) if it is satisfied that a person has contravened these Regulations or any Rules made under these Regulations, or been Knowingly Concerned in such contravention, and (a) that profits have accrued to him as a result of the contravention; or (b) that one or more persons have suffered loss or been otherwise adversely affected as a result of the contravention.",obligation
Application ,non-obligation
The four Principles for Representative Offices set out in 9.6 apply to every  Representative Office in accordance with Rule 9.1.1.,obligation
Authorized individuals must maintain an adequate capital buffer to comply with regulatory standards.,non-obligation
"The Regulator may, if it considers it appropriate to do so, agree a shorter period of notice.",non-obligation
Application,non-obligation
"When an Authorised Person applies to the Regulator, for that individual to be an Approved Person, the individual must satisfy the Regulator and the Authorised Person that he is a fit and proper person to carry out the role. ",obligation
"An Authorised Person must, subject to (2), make these disclosures either in its annual report or periodic financial statements.",obligation
Operational Deposits. Qualifying operational Deposits generated by such an activity should consist of Deposits which are: a. by-products of the underlying services provided by the Authorised Person; b. not offered by the Authorised Person in the wholesale market in the sole interest of offering interest income; and c. held in specifically designated accounts and priced without giving an economic incentive to the customer to leave excess funds on these accounts.,obligation
"Monitoring, surveillance and reporting A Benchmark Administrator must have effective arrangements: (a) that enable the regular monitoring and surveillance of the information, and source of information, used in the process of determining the Specified Benchmark it administers; (b) for the monitoring, and reporting, of any conduct that influences, or attempts to influence, the value, or process for the determination, of the Specified Benchmark it administers, including in circumstances where such conduct is false, misleading or manipulative;",obligation
Parties referred to in Section IV are granted immunity under the specified statute.,non-obligation
"Without limiting the application of any provision of these Rules and any Rules made for the purposes hereof, a person providing oversight function does not contravene any duty to which that person is subject where that person gives to the Regulator: (a) a notification as required under this Chapter; or (b) any other information or opinion in relation to any such matter; if the person is acting in good faith and reasonably believes that the notification, information or opinion is relevant to any functions of the Regulator.",obligation
"If the reassessment shows that the amount of assets made available is more than the amount that the Captive Insurer is required to make available, the Captive Insurer may, with the written consent of the Regulator, remove assets from those made available provided that the Captive Insurer complies with the requirements of the collateral notice after the assets have been removed.",obligation
A trading venue shall provide trade feeds on a non-discriminatory and transparent basis to any Recognised Clearing House that has been authorised to clear OTC Derivative Contracts traded on that trading venue upon request by the Recognised Clearing House.,obligation
"In considering the adequacy of an Authorised Person's business continuity arrangements, the Regulator will have regard to the Authorised Persons management of the Specific Risks arising from interruptions to its business including its crisis management and disaster recovery plans. ",obligation
"Under the specified guidelines, a Security outlined in paragraphs 91 or 92 of Schedule 1 shall be deemed to be issued by the originator (""O"") if it is distributed either by (a) a company affiliated with O's corporate family, or (b) an entity operating under the direction or in coordination with O.",non-obligation
"The Financial Promotion Restriction does not apply to any non real time communication relating to a Specified Investment falling under sub-paragraph (5) if (a) the content of the communication is to a person acting in the capacity of a journalist; and (b) the journalist is employed by the publisher of, or regularly contributes as a freelance journalist to, qualifying publications.",obligation
"Our relationship with firms. In order to meet our objectives, we require an open, transparent and co-operative relationship with our regulated firms. We expect to establish and maintain an ongoing dialogue with the firm's senior management in order to develop and sustain a thorough understanding of the firm's business, systems and controls and, through this relationship, to be aware of all areas of risk to our objectives.",obligation
"In the event of a merger involving a Regulated Firm, Rule 5.2.2 stipulates that both parties must provide the Regulator with detailed plans and projected outcomes of the merger.",non-obligation
"In Rule 11.1.1(1), taking reasonable measures to comply with resolutions or Sanctions may include, for example, a Relevant Person not undertaking a transaction for or on behalf of a Person without undertaking further due diligence in respect of that Person.",obligation
For repurchase agreements: E = MV of the Securities sold   value of the Collateral or cash received.,obligation
"Risk mitigation. When taking Collateral in support of an Exposure, an Authorised Person should ensure that legal procedures have been followed, to ensure the Collateral can be enforced if required.",obligation
A notice under subsection (8)(b) must comply with subsection (5).,obligation
An Authorised Person must calculate its Interest Rate Risk Capital Requirement as the sum of the two following separate charges: (a) Specific Risk of each net position as calculated in accordance with Rule A6.2.13; and (b) General Market Risk calculated in accordance with Rule A6.2.15.,obligation
Analyzing the health of loan portfolios requires granular data on payment histories.,non-obligation
"When the Administration seeks to establish or revise a Rule, it has to distribute a written memorandum.",non-obligation
The Oversight Committee has the discretion to relieve the investment company from the obligation of filing certain financial reports.,non-obligation
"We may grant a Financial Services Permission only if we are satisfied that the applicant has demonstrated that it has the systems and controls in place to undertake Islamic Financial Business. In determining whether to grant such a Financial Services Permission, we may consider, among other things, those matters set out in the IFR module of the ADGM Rulebook.",obligation
"The activities. Activities not constituting administration The following activities do not constitute the administration of assets for the purposes of paragraph 43 (a) providing information as to the number of Units or the value of any assets in respect of which custody is provided; (b) converting currency; or (c) receiving Documents relating to an investment solely for the purpose of onward transmission to, from or at the direction of the person to whom the investment belongs.",obligation
"For the purposes of subsection (1), Property (a) has the meaning given to that term in section 215(2) of the Insolvency Regulations; and (b) the reference to a contract or contractual obligation for, or arising out of, the provision of Property as margin in circumstances falling within that subsection includes a reference to a contract or contractual obligation of that kind which has been amended to reflect the transfer of a Clearing Member Client Contract or Client Trade",non-obligation
Any amendments to the business plan must be approved by the Regulatory Commission prior to implementation.,non-obligation
"In the preparation of a SAR/STR, if a Relevant Person knows or assumes that the funds which form the subject of the report do not belong to a customer but to a third party, this fact and the details of the Relevant Person's proposed course of further action in relation to the case should be included in the report.",obligation
"Without clear regulatory guidelines, the OTC market remains susceptible to opacity.",non-obligation
"A Relevant Person must keep adequate records of how it made its assessment, including the sources and materials considered.",obligation
"The Oversight Committee can terminate an entity's operation permit when it is in the beneficiaries' best interests, or if preventive measures are adequately considered.",non-obligation
Background,non-obligation
"In the context of this Rule, a 'business partner' includes: (a) a third party as specified in Rule 9.1.1(1); (b) a member of the Relevant Person's Group; (c) a Correspondent Bank; or (d) any other service provider.",obligation
Reliance on a third party,non-obligation
Failure to conduct or complete Customer Due Diligence,non-obligation
"An API is like a bilingual mediator, translating requests and responses between machines that would otherwise speak in digital gibberish to each other.",non-obligation
"The Capital Conservation Buffer requirement applies on both a solo and a consolidated basis, for Authorised Persons forming part of Financial Groups.",obligation
"Information which the Regulator requires in connection with an Application must be provided in such form, or verified in such manner, as the Regulator may direct.",obligation
Execution of orders on an OTF must be carried out on a discretionary basis.,obligation
"The Financial Promotion Restriction does not apply to any communication by, or on behalf of, a Body Corporate, a Partnership, a single individual or a Group of Connected Individuals or an officer of them which relates to a transaction falling within sub-paragraph (2).",obligation
"The Regulator may require an Institution to prepare and submit to the Regulator for review an Individual Recovery Plan for the Institution. In exercising this discretion, the Regulator will consider the risk profile of the Institution and the impact of its failure on the financial system, market confidence or the economy in the ADGM or the reputation, integrity or public confidence in the stability of the ADGM.",non-obligation
"The Authority reserves the right to impose sanctions on entities that fail to comply with the established financial regulations, ensuring the integrity of the market.",non-obligation
Entities seeking exemption must submit their requests in accordance with the guidelines established by the Authority.,non-obligation
The Board of Directors will outline the procedure for the new share issuance.,non-obligation
The statement must include: (a) a list of that Client's Safe Custody Assets as at the date of reporting; and (b) a list of that Client's Collateral and the market value of that Collateral as at the date of reporting.,obligation
Miscellaneous. Effect on transactions The taking of any action under Part 19 in relation to Market Abuse does not make any transaction void or unenforceable.,obligation
"When applying a Resolution Tool to an Institution, the Regulator shall take into account the measures provided in the Institution's Resolution Plan (if applicable) unless the Regulator assesses that, in the circumstances, the Resolution Objectives may be achieved more effectively by taking actions that are not provided in the Resolution Plan.",obligation
"The Authority is empowered to enact Regulations that allow the release of pertinent data, (a) by designated individuals to facilitate the execution of predefined duties as per these Regulations or any Rules established herein; (b) by designated individuals, or individuals fitting a designated profile, to the Authority in aid of fulfilling its regulatory responsibilities.",non-obligation
"Where requested by a Retail Client pursuant to Rule 13.1.1(1)(e), an Authorised Person must provide detailed information concerning management fees and costs incurred on a per Transaction basis.",obligation
"For commercial banking, total loans and advances consist of the drawn amounts in the following credit portfolios: corporate, sovereign, bank, specialised lending, SMEs treated as corporate and purchased corporate receivables. The book value of Securities held in the Non Trading Book should also be included.",obligation
"He must without delay notify the Regulator if he (a) is removed from office by an Authorised Person, Recognised Body or Reporting Entity; (b) resigns before the expiry of his term of office with such a person; or (c) is not re appointed by such a person.",obligation
"The Oversight Committee can mandate the organization to undertake particular actions to align with the mandated Compliance Standards or Off-Site Compliance Protocols, as appropriate.",non-obligation
A Credit Rating Agency must establish a review function made up of one or more senior managers with appropriate experience to review the feasibility of providing a credit rating for a type of structure that is materially different from the structures the Credit Rating Agency currently rates.,obligation
The Director reserves the right to (a) cancel any imposed penalties if deemed unnecessary; or (b) amend the penalties to make them more proportionate to the infraction.,non-obligation
The seamless connectivity afforded by APIs can unlock new possibilities for innovation and integration across diverse platforms.,non-obligation
"For analytical consistency, a Security emanating from an affiliate of the primary issuer ""P,"" or one that is the result of collaborative efforts, is treated as though it were directly issued by ""P.""",non-obligation
"Where the issue price has not been fixed, an Authorised Person must use the highest estimate of the price and its allocation for the purpose of calculating its initial gross commitment.",obligation
"Exempt Exposures. If an Exposure is partially guaranteed by an Authorised Person's Parent Financial Institution, and would be assigned a lower risk weight under Section 4.12, only that part of the Exposure subject to the guarantee is exempt from the Large Exposure limit in Rule 4.15.5. When considering the treatment of this Rule an Authorised Person may also consider the exemptions permitted under Rule 4.15.18 relating to parental guarantees.  ",obligation
"This Guidance is not an exhaustive source of the Regulators policy on the exercise of its statutory powers and discretions.  In the discharge of its regulatory mandate, the Regulator may impose other parameters to address any specific risks posed by the proposed activities of the applicant to carry on the Regulated Activity of Developing Financial Technology Services within the RegLab.",non-obligation
"Other avenues for resolution of a Complaint may include an external dispute resolution scheme, arbitration, the Appeals Panel or Court in the ADGM. ",obligation
An Authorised Person that prepares and publishes Investment Research must have adequate procedures and controls to ensure: (i) the effective supervision and management of Investment Analysts; (ii) that the actual or potential conflicts of interest are proactively managed in accordance with Rule 3.5; (iii) that the Investment Research issued to Clients is impartial; and (iv) that the Investment Research contains the disclosures described under Rules 6.4.2 and 6.4.4.,obligation
"Section 242 of FSMR provides that where a person: (a) intentionally, recklessly or negligently commits a breach of duty, requirement, prohibition, obligation or responsibility imposed under FSMR; or (b) commits fraud or other dishonest conduct in connection with the matter arising under FSMR; the person is liable to compensate any other person for any loss or damage caused to that other person as a result of such conduct.",obligation
A penalty may not be imposed on any person under these Regulations in excess of the maximum amount that may be imposed under the ADGM Founding Law.,obligation
"Collateral In order to recognise the effects of CRM of the types of Collateral set out in Rules 4.13.5 to 4.13.7, an Authorised Person must ensure that the relevant requirements in Rule 4.13.8 are complied with.",obligation
Authorities may invoke section 48 to rectify any misleading representations concerning benchmark processes.,non-obligation
External collaborators and entities managing outsourced operations may be required to provide the Regulatory Agency with insights into the practices of regulated bodies.,non-obligation
"In the case of an exercise of powers under section 111, a warning notice shall also be given to the Fund Manager and Trustee of the Public Fund concerned.",obligation
" Collateral in the context of a SE Exposure refers to assets used to hedge the Credit Risk of a securitisation Exposure rather than the underlying Exposures of the securitisation, including Collateral pledged by an SPE.",obligation
"With prior consent under section 198(1) of FSMR. Section 198(1) prohibits disclosure of Confidential Information by the Regulator, its employees, agents or by any person coming into possession of Confidential Information unless they have the prior consent of (a) the person from whom the Confidential Information was obtained; and, (b) if different, the person to whom the duty of confidentiality is owed (paragraphs 198(1)(a) and (b)). ",obligation
"The prescribed conduct for such individuals, as outlined by the Regulatory Agency, encompasses their involvement in both Managed Functions and various other tasks tied to the execution of Regulated Activities by Regulated Firms.",non-obligation
Sections 2.2 and 2.3 delineate the specific circumstances under which the Regulator may exercise its authority to obtain information.,non-obligation
"Before lodging an application with the Regulator to perform a Controlled Function, an Authorised Person must make reasonable enquiries as to an individual's fitness and propriety to carry out a Controlled Function.",obligation
Remedies,non-obligation
"The issuance of a Prospectus is not merely a formality, but a mandatory step that must be fulfilled by any entity seeking to raise funds publicly.",non-obligation
Operating a Credit Rating Agency means undertaking one or more Credit Rating Activities for the purpose of producing a Credit Rating with a view to that Credit Rating being (a) disseminated to the public; or (b) distributed to a person by subscription; whether or not it is in fact disseminated or distributed.,obligation
"Wolfsberg Group. In the event that any part of the Wolfsberg Group published guidance conflicts with a Rule in the AML Rulebook, the relevant Rule takes precedence. ",obligation
The guidelines in this Chapter seek to ensure the transparent operation of Collective Investment Funds.,non-obligation
An Authorised Person or Recognised Body must notify the Regulator as soon as practical of the emergency and of the steps it is taking and proposes to take to deal with the consequences of the emergency. ,obligation
An instrument excluded from sub paragraph (1) of paragraph 90 by sub paragraph (2)(b) of that paragraph is not thereby to be taken to fall within sub paragraph (1) of this paragraph.,obligation
"API REQUIREMENTS Two-factor authentication However, it is worth noting that whilst this reduces the chance of being hacked, 2FA is not completely secure and still relies on the vigilance of the individual. For example, phishing attacks purportedly coming from trusted services login page can result in users giving away their credentials. In some extreme cases, hackers have been able to negate 2FA by spoofing an individuals SIM card and intercepting the unencrypted message as it is sent over the network. ",obligation
"Record keeping. The Authorised Person should maintain appropriate records of: a. credit Exposures, including aggregations of credit Exposures, by: i. Groups of Connected Counterparties; and ii. types of Counterparty as defined, for example, by the nature or geographical location of the Counterparty; b. credit decisions, including details of the facts or circumstances upon which a decision was made; and c. information relevant to assessing current credit quality.",obligation
"If an applicant believes that it is inappropriate or unnecessary for us to publish the relief, or to publish it after a delay, or without disclosing the identity of the applicant, it should make this clear in its application. Decisions not to grant relief will not be published by us.",non-obligation
The information to be made available under Rule 20.13.3 must be made available: (a) on the website of the Third Party Provider; (b) at the main office and any branches of the Third Party Provider; and (c) in the general terms and conditions of the Governing Contract.,obligation
"These standards are in effect across all professional conduct of a Sanctioned Practitioner, except when it pertains to the custody of Investor Resources and Assurance Proceeds, which are not considered in any fiscal prudence measure.",non-obligation
"As per paragraph 6(iii), the duration of the run-off period should be determined in advance.",non-obligation
"An Authorised Person may disclose the items marked as quantitative in App12 in a medium or location other than its annual report or periodic financial statements, provided that: (a) it has prior written approval of the Regulator to do so; (b) the annual report or periodic financial statements contain clear references to the location of such disclosures; and (c) such disclosures are readily accessible by the market.",obligation
" Examples of such triggers include tax events, legal changes resulting in an Authorised Person's non performance in its role as a servicing agent, and triggers relating to the insolvency of the Originator.",obligation
Regulations under article (15) specify differential pricing for assorted applicant groups and the respective financial operations they conduct.,non-obligation
Financial Promotions Section 18(5),non-obligation
"When acting under subsection (3)(a), the Regulator may require the report to be in such form as may be specified in the notice.",obligation
"Where a person has any Securities included in the Official List, such Securities shall be admitted to trading on a Recognised Investment Exchange as soon as possible.",obligation
Instrument constituting the Fund,non-obligation
"Regulator or special manager not to be treated as a Director of an Institution Nothing in these Regulations shall cause the Regulator or a special manager appointed by the Regulator under section 33 to be treated as or deemed to be a Director, Shadow Director, partner, member, or de facto Director of an Institution.   ",obligation
"Internal governance of the Governing Body. The Governing Body should also ensure that when assessing the performance of the members of the Governing Body and its Senior Managers and Persons Undertaking Key Control Functions, the independence and objectivity of that process is achieved through appropriate mechanisms, such as the assignment of the performance assessment to an independent member of the Governing Body or a committee of the Governing Body comprising a majority of independent members. See the GPM for the independence criteria for Authorised Persons and the GPM for the independence criteria for Recognised Bodies. ",obligation
"A Pooling Event triggers a notional pooling of all Client Money in every type of Client Account, and the obligation to distribute it in accordance with Rule 14.13.5.  In such event, Clients for whom Money was placed into a specific Client Account will only be entitled to a claim against Money held in such account, and not in any other account.  Money held in one Client Account may not be used to fund shortfalls of Money which may exist in respect of other Client Accounts.",obligation
"Unsettled Transactions. If assets involved in the transaction are to be delivered by the Authorised Person and the transaction remains unsettled: E = max (CV MV, 0).",obligation
"As stipulated in section 12, the issuance of new Common Equity Tier 1 instruments by credit institutions requires pre-emptive clearance from the relevant regulatory body to validate the adherence to capital conservation standards.",non-obligation
Market disclosure. Database,non-obligation
The annual report submitted by a Recognised Body must include an assessment of the risks faced by the organisation and the measures taken to mitigate them.,non-obligation
"API REQUIREMENTS Data To enable the interoperability of APIs at all levels (whether among systems, sectors, or geographies), the adoption of common data standards is necessary. Open data standards and ontologies provide a reference point that enables two parties to share data and information in a way that ensures understanding is preserved and the meaning can be conveyed. For more detailed information on appropriate data standards please see Appendix D. ",obligation
"In the context of this clause, any stake controlled by an affiliate is recognized as being in possession of the principal firm.",non-obligation
Enclosed is a breakdown of the fundamental capital prerequisites for each stratum of sanctioned operators.,non-obligation
"For the purposes of (b), a Fund Manager should have a policy in place which demonstrates how it achieves timely and fair allocation of trades. For example, where a Fund Manager places an order on behalf of a number of Funds it operates, its policy should state the basis of allocation of trades to each Fund and, where any deviation from that policy occurs, record the reasons for such deviations.",obligation
The Commission has the capacity to implement or acknowledge frameworks or guidelines for executing a Distinction Worth Assessment.,non-obligation
An Authorised Person must value every position included in its Trading Book and the Non Trading Book in accordance with the relevant accounting standards and practices. ,obligation
Non Trading Book interest rate risk is primarily managed through Chapter 10 guidelines.,non-obligation
Resolutions and Sanctions,non-obligation
"Where the Regulator so intervenes, it shall, subject to any other law, have all the rights, duties and liabilities of such a party.",obligation
"In determining an amount for a Class 2 or Class 4 Captive Insurer under this Chapter, the Regulator must have regard to the nature, size and complexity of the Captive Insurer's business.",obligation
"The three year average should be calculated on the basis of the last three yearly observations at the end of the Authorised Person's financial year. When audited figures are not available, business estimates may be used.",obligation
Principle 1   Integrity: Each Approved Person must observe high standards of integrity and fair dealing in carrying out every Controlled Function. ,obligation
"AT1 Deductions - investments in AT1 Capital instruments of Relevant Entities. For the purposes of Rule 3.11.4(b), (c) and (d), the amount of holdings of AT1 Capital instruments of Relevant Entities to be deducted must be calculated on the basis of the gross long positions.",non-obligation
Appointment,non-obligation
"Market regulators have the power to interrupt or end the public trading of a company's shares, either by their own initiative or when the company that issued those shares requests it.",non-obligation
"As per the mandate of subparagraph 13(i), compliance with safety standards is required to be",non-obligation
"For the purposes of the requirement in subsection (1), the Regulator may by Rules prescribe (a) Corporate Governance principles and standards that apply to a Reporting Entity, including any requirements applicable to its board of Directors and individual members, Controllers, employees or any other person as appropriate; (b) requirements relating to fair treatment of Shareholders; and (c) provisions to address conflicts of interests.",non-obligation
"Where a Credit Rating is subject to on-going surveillance and review, the Credit Rating Agency must retain records required under Rule 9.15.1 in relation to the initial Credit Rating as well as subsequent updates where such records are required to support the latest Credit Rating.",obligation
"A Relevant Person must ensure that where the Relevant Person's MLRO receives an internal notification of suspicious activity under Rule 14.2.2, the MLRO, without delay: (a) investigates and documents the circumstances in relation to which the notification made under Rule 14.2.2 was made; (b) determines whether in accordance with Federal AML Legislation a SAR/STR must be made and documents such determination; and (c) if required, make a SAR/STR as soon as practicable.",obligation
Authorised Persons are granted the authority to establish guidelines for virtual asset transactions.,non-obligation
"In Rule 8.4.1, Enhanced CDD measures are mandatory to the extent that they are applicable to the relevant customer or the circumstances of the business relationship and to the extent that the risks would reasonably require it. Therefore, the extent of additional measures to be conducted is a matter for the Relevant Person to determine on a case-by-case basis.",obligation
Derivatives,non-obligation
"The following must apply where, in the case of a T2 Capital instrument, the conditions laid down in this Rule cease to be met: (a) that instrument must cease to qualify as a T2 Capital instrument; and (b) the part of the Share premium accounts that relates to that instrument must cease to qualify as a T2 Capital element.",obligation
"Under the terms of paragraph 9(c), the obligations contained within the International Trade Agreement of 2008 shall impose duties on Regional Associates in the same way as they do on Global Partnerships, as if these obligations were explicitly laid out in",non-obligation
"Capital Requirements for securitisations with Early Amortisation provisions. An Authorised Person which is the Originator of a Revolving Securitisation that includes economic triggers for Early Amortisation may regard the Exposures as transferred for the period up to the point of repayment, provided that: (a) during the amortisation period there is full sharing of interest, principal, expenses, losses and recoveries; and (b) the Authorised Person's risk management system provides warning indicators when economic or non economic triggers may be activated.",obligation
"When is information ""generally available""? Information is only ""Inside Information"" under the definition in section 95(2) if it is not generally available and has not been made available to the public.  The FSMRs do not define what is meant by ""generally available"", although section 95(8) states that information which can be obtained by research or analysis conducted by, or on behalf of, users of a market is to be regarded as being ""generally available"" to them.",obligation
The Regulator shall immediately notify any other competent authority of its non-compliance with any procedural requirements under subsection (2)(b).,obligation
"Certainty: ADGMs approach reduces the up front legal costs and chances of litigation. English common law already covers a wide range of scenarios, aiding commercial dealings where parties want as much detailed case law as possible. Under the Application Regulations all of this case law will have automatic precedential value in the ADGM.",obligation
A Qualified Investor Fund or Exempt Fund intending to market an ADGM Green Fund or an ADGM Climate Transition Fund must: (a) provide written notice using the prescribed form to the Regulator prior to commencing the marketing of such Fund; and (b) provide a certification by the Fund Manager that the Fund intends to comply with the ADGM Green Fund Rules or ADGM Climate Transition Fund Rules.,obligation
On the initiative or with the endorsement of a,non-obligation
"In the event of: (i) the appointment of a provisional liquidator, liquidator, receiver or administrator, or trustee in bankruptcy over a Bank which is an Abu Dhabi Global Market Firm; or (ii) a direction by the Regulator to a Bank which is an Abu Dhabi Global Market Firm to deal with all or substantially all its Deposits in a specified manner, eligible depositors of the Bank have priority over, and shall be paid in priority to, all other unsecured creditors of the Bank.",obligation
"Within the financial sector, assets held by banks constitute a specialized asset class.",non-obligation
These Regulations shall apply in the Abu Dhabi Global Market.,obligation
"For the purposes of subsection 5(4), sections 203 and 204 of the Financial Services and Markets Regulations 2015 shall apply in relation to requiring a report or appointing a skilled person to produce a report (as the case may be). A Financial Institution shall be read as falling within the scope of A for the purposes of the application of those sections.",non-obligation
"General. When communicating information to a Person in relation to a financial product or financial service, a Representative Office must take reasonable steps to ensure that the communication is clear, fair and not misleading.",obligation
"Where a person has applied to the Regulator for a Recognition Order, or a Recognised Body, Remote Body or Remote Member has applied to the Regulator for the variation of a Recognition Order previously granted, the Regulator may impose on that person such Requirements, taking effect on or after the giving or variation of the Recognition Order, as the Regulator considers appropriate.",obligation
"Under section 7(d)(iii), the phrase ""long-term solvency"" should be construed to include the entity's ability to meet its financial obligations over an extended period, beyond immediate cash flow considerations.",non-obligation
API REQUIREMENTS Monitor API activity It is recommended that the ability to write audit logs before and after security related events is in place as this increases the potential to monitor and detect attacks. ,obligation
The Department's Revised Statutes must appear in the next edition of the legal gazette.,non-obligation
An Authorised Person must maintain a current master list of all Client Accounts.,obligation
An Authorised Person which calculates its Commodities Risk Capital Requirements in accordance with Rule 5.7.1(b) must apply the Rules in this Section. ,obligation
"The exemption in sub-paragraph (2) also does not apply if the communication is made by a person carrying on, or in relation to, an activity of a kind specified in paragraph 50 of Schedule 1.",obligation
"Risk Weights Central government and central bank asset class Subject to Rules A4.12.5 and A4.12.6, an Authorised Person must risk weight any CR Exposure in the central government and central bank asset class on the basis of the consensus country risk classifications of export credit agencies (referred to in this Section as ""ECA"") participating in the OECD's ""Arrangement on Officially Supported Export Credits"" and in accordance with the table below. Risk weights for the central government and central bank asset class  ",non-obligation
"In the context of this agreement, ""Default"" is characterized by situations such as (a) failure to make timely payments; (b) breach of representation or warranty; (c) non-compliance with covenants set forth herein; (d) the occurrence of a cross-default as outlined in clause 7.3; or (e) the company's cessation of business operations.",non-obligation
"If a return is not submitted by the date on which it becomes due, the Person is in breach of a Rule and the Regulator is entitled to take action including, but not limited to, taking steps to withdraw authorisation to conduct Regulated Activities.",obligation
Incremental risk charge (IRC) model,non-obligation
A REIT is a Property Fund which: (a) is primarily aimed at investments in income-generating Real Property; and (b) distributes to the Unitholders at least 80% of its audited annual net income.,obligation
" Where the Regulator determines that certain conditions in relation to the viability of the institution are met, capital instruments eligible for inclusion in T2 Capital will be either partially or fully written down or converted into ordinary shares. ",obligation
"The Authority may issue subsequent guidance in accordance with section 4, provided that stakeholders have been appropriately consulted.",non-obligation
Discretionary Portfolio Accounts. An arrangement does not constitute a Fund if it is a portfolio or account managed under a Discretionary Portfolio Management Agreement.,obligation
An Authorized Person should adhere to the guidelines detailed in Rules 4.14.59 through 4.14.61 when addressing Non-Controlled Early Amortization.,non-obligation
Adherence to the prescribed multiplication factor ensures robustness in the value-at-risk (VaR) calculations.,non-obligation
An Authorised Person may deduct SE Exposures which it has chosen not to treat in accordance with Rules 4.14.8 to 4.14.11 from Capital Resources   100% from CET1.,obligation
" Investment firms are required to maintain a minimum capital reserve, as stipulated by the Securities Exchange Commission. ",non-obligation
The Authority's vigilance in sanctioning Approved Persons underscores its commitment to maintaining a robust regulatory framework.,non-obligation
Available Stable Funding (ASF). An Authorised Person must calculate its Available Stable Funding by: (a) assigning each capital instrument and liability to one of the categories in the following table; (b) multiplying the Carrying Value of each capital instrument and liability by the ASF factor associated with that category; and (c) summing those weighted values.  ,non-obligation
The Regulator must give a direction withdrawing that person's status as an Authorised Person. ,obligation
"An Authorised Person must, subject to (2), use the Basic Indicator Approach as prescribed in App7 to calculate its Operational Risk Capital Requirement.",obligation
"Examples of situations that might lead a Relevant Person to have doubts about the veracity or adequacy of documents, data or information previously obtained might be where: there is a suspicion of money laundering in relation to that customer; there is a material change in the way that the customer's account is operated which is not consistent with the customer's business profile; or it appears to the Relevant Person that a Person other than the nominal customer is the real customer.",obligation
Penalties and contraventions,non-obligation
Temporary administrator,non-obligation
"For the purposes of these Regulations, any explanatory material and guidance issued by the Competent Authority for the purpose of assisting with the implementation of the IGA and the Cabinet Resolution is integral to giving effect to the IGA and Cabinet Resolution and accordingly forms the required rights and obligations under these Regulations. ",non-obligation
"Sub-paragraph (6) does not apply where the assets managed consist of Contracts of Insurance, investments of the kind specified by paragraph 93, or investments of the kind specified by paragraph 98 so far as relevant to such contracts or such investments.",obligation
"This section applies if (a) an Authorised Person's Financial Services Permission is cancelled; and (b) as a result, there is no Regulated Activity for which it has a Financial Services Permission.",obligation
It is imperative that the internal audit's findings on operational risks are reported to the board in a timely and accurate manner.,non-obligation
AML/TFS TRAINING AND AWARENESS,non-obligation
"While REST and SOAP dominate the scene, GraphQL's query language offers a promising avenue for API evolution.",non-obligation
Entities involved in Regulated Activities with Virtual Assets must adhere to the prescribed standards.,non-obligation
Requirement to undertake Customer Due Diligence,non-obligation
"Should a portion of these Guidelines be relevant only to a specific tier of Endorsed Institutions, the designation ""Endorsed Institution"" is to be interpreted with that restriction in mind.",non-obligation
Professional indemnity insurance for Third Party Providers ,non-obligation
The FSRA retains the authority to enforce policies beyond the scope of this document in response to the unique challenges presented by APIs/API developers.,non-obligation
Accounting Records and Regulatory Returns,non-obligation
"Liquidity Coverage Ratio. An Authorised Person must, except as provided in Rule 9.3.7, maintain an LCR of at least 100%.",obligation
"As specified in regulation 8.3(f), compliance with the safety standards will be evaluated based on the protocols listed in Appendix D.",non-obligation
Required Stable Funding (RSF). An Authorised Person must calculate the Required Stable Funding that it needs for the assets to which Rule A10.4.17 applies by: (a) multiplying the Carrying Value of each of those assets by the RSF factor identified in Rule A10.4.17; and (b) summing those weighted values.,obligation
